timestamp,git_sha,config_hash,model,dataset,family,corruption,severity,conf_thresh,seed,precision,recall,f1,map50,map50_95,recall_small,recall_medium,recall_large,n_gt,n_gt_small,n_gt_medium,n_gt_large,tp,fp
2026-09-26T15:14:03.970428+00:00,b95751c,44ab694de883,yolo11_seed17,sard,clean,clean,0,0.3,20260707,0.9550342130987293,0.8906107566089334,0.9216981132075471,0.927660152685449,0.601037813131008,0.6645161290322581,0.9239543726235742,0.9477124183006536,1097,155,789,153,977,46
2026-09-26T15:14:41.940515+00:00,b95751c,44ab694de883,yolo11_seed17,sard,flood,water_glare,1,0.3,20260707,0.8928909952606635,0.8587055606198724,0.8754646840148698,0.8827999620517009,0.5647515733871858,0.6258064516129033,0.8922686945500634,0.9215686274509803,1097,155,789,153,942,113
2026-09-26T15:15:20.761530+00:00,b95751c,44ab694de883,yolo11_seed17,sard,flood,water_glare,2,0.3,20260707,0.8611650485436894,0.8085688240656336,0.8340385519511049,0.8361972742048999,0.5059912161643527,0.5548387096774193,0.8390367553865653,0.9084967320261438,1097,155,789,153,887,143
2026-09-26T15:15:59.890497+00:00,b95751c,44ab694de883,yolo11_seed17,sard,flood,water_glare,3,0.3,20260707,0.7828877005347593,0.6672743846855059,0.7204724409448818,0.68604624019707,0.38826130010512844,0.4838709677419355,0.688212927756654,0.7450980392156863,1097,155,789,153,732,203
2026-09-26T15:16:38.270510+00:00,b95751c,44ab694de883,yolo11_seed17,sard,flood,turbidity_cast,1,0.3,20260707,0.9593406593406594,0.7958067456700091,0.8699551569506726,0.8830564362382404,0.5472843868353404,0.5096774193548387,0.8390367553865653,0.8627450980392157,1097,155,789,153,873,37
2026-09-26T15:17:16.640608+00:00,b95751c,44ab694de883,yolo11_seed17,sard,flood,turbidity_cast,2,0.3,20260707,0.9474474474474475,0.5752051048313582,0.7158252977878615,0.7564177377429585,0.41831527904219884,0.36774193548387096,0.6223067173637515,0.5424836601307189,1097,155,789,153,631,35
2026-09-26T15:17:54.846609+00:00,b95751c,44ab694de883,yolo11_seed17,sard,flood,turbidity_cast,3,0.3,20260707,0.9502262443438914,0.19143117593436645,0.3186646433990895,0.40805328608080066,0.20522794280813503,0.1032258064516129,0.229404309252218,0.08496732026143791,1097,155,789,153,210,11
2026-09-26T15:18:41.464511+00:00,b95751c,44ab694de883,yolo11_seed17,sard,flood,inundation,1,0.3,20260707,0.9516129032258065,0.8605287146763901,0.9037817137386309,0.9067731200078314,0.564133469126269,0.6,0.8960709759188846,0.9411764705882353,1097,155,789,153,944,48
2026-09-26T15:19:28.328276+00:00,b95751c,44ab694de883,yolo11_seed17,sard,flood,inundation,2,0.3,20260707,0.9251700680272109,0.7438468550592525,0.8246589186457808,0.8154998943219671,0.48561184093914456,0.5548387096774193,0.7731305449936628,0.7843137254901961,1097,155,789,153,816,66
2026-09-26T15:20:15.092266+00:00,b95751c,44ab694de883,yolo11_seed17,sard,flood,inundation,3,0.3,20260707,0.880064829821718,0.4949863263445761,0.6336056009334889,0.5749908558004035,0.3024297011065793,0.32903225806451614,0.5335868187579215,0.46405228758169936,1097,155,789,153,543,74
